lab,subid,trial_type,stimulus,trial_num,looking_time,total_trial_time,trial_error,trial_error_type,notes
earlysocog-fm,s30,ADS,ADS5,2,"	6.11","	8.32",noerror,NA,NA
earlysocog-fm,s30,ADS,ADS7,3,"	5.52","	9.96",noerror,NA,NA
earlysocog-fm,s30,IDS,IDS7,4,"	3.03","	5.16",noerror,NA,NA
earlysocog-fm,s30,ADS,ADS1,5,"	8.92","	14.35",noerror,NA,NA
earlysocog-fm,s30,IDS,IDS1,6,"	2.34","	4.49",noerror,NA,baby standing up on mom 
earlysocog-fm,s30,ADS,ADS3,7,"	6.51","	10.02",noerror,NA,baby standing up on mom 
earlysocog-fm,s30,IDS,IDS3,8,"	5.25","	7.53",noerror,NA,baby standing up on mom 
earlysocog-fm,s30,ADS,ADS2,9,"	2.19","	4.46",noerror,NA,baby standing up on mom 
earlysocog-fm,s30,IDS,IDS2,10,"	3.46","	5.88",noerror,NA,baby standing up on mom 
earlysocog-fm,s30,IDS,IDS4,11,"	1.61","	3.88",noerror,NA,baby standing up on mom 
earlysocog-fm,s30,ADS,ADS4,12,"	2.29","	4.57",noerror,NA,NA
earlysocog-fm,s30,IDS,IDS6,13,"	2.26","	6.13",noerror,NA,NA
earlysocog-fm,s30,ADS,ADS6,14,"	1.30","	3.43",noerror,NA,NA
earlysocog-fm,s30,IDS,IDS8,15,"	1.79","	3.99",noerror,NA,NA
earlysocog-fm,s30,ADS,ADS8,16,"	5.75","	9.28",noerror,NA,baby standing up on mom 
earlysocog-fm,s31,training,train2,-2,"	14.82","	15.00",noerror,NA,NA
earlysocog-fm,s31,training,train1,-1,"	13.32","	15.00",noerror,NA,NA
earlysocog-fm,s31,ADS,ADS5,1,"	11.65","	15.00",noerror,NA,NA
earlysocog-fm,s31,IDS,IDS5,2,"	14.36","	15.00",noerror,NA,NA
earlysocog-fm,s31,IDS,IDS7,3,"	12.80","	15.00",noerror,NA,NA
earlysocog-fm,s31,ADS,ADS7,4,"	10.79","	15.00",noerror,NA,NA
earlysocog-fm,s31,IDS,IDS1,5,"	1.97","	4.31",noerror,NA,NA
earlysocog-fm,s31,ADS,ADS1,6,"	11.63","	15.00",noerror,NA,NA
earlysocog-fm,s31,IDS,IDS3,7,"	14.88","	15.00",noerror,NA,NA
earlysocog-fm,s31,ADS,ADS3,8,"	9.31","	14.88",noerror,NA,NA
earlysocog-fm,s31,IDS,IDS2,9,"	10.88","	15.00",noerror,NA,NA
earlysocog-fm,s31,ADS,ADS2,10,"	6.07","	10.98",noerror,NA,NA
earlysocog-fm,s31,ADS,ADS4,11,"	5.26","	12.38",noerror,NA,NA
earlysocog-fm,s31,IDS,IDS4,12,"	4.61","	10.36",noerror,NA,NA
earlysocog-fm,s31,ADS,ADS6,13,"	7.10","	14.30",noerror,NA,NA
earlysocog-fm,s31,IDS,IDS6,14,"	2.24","	5.47",noerror,NA,NA
earlysocog-fm,s31,ADS,ADS8,15,"	3.77","	7.75",noerror,NA,NA
earlysocog-fm,s31,IDS,IDS8,16,"	1.65","	4.13",noerror,NA,NA
earlysocog-fm,s32,training,train1,-2,"	6.11","	8.28",noerror,NA,german is primary language
earlysocog-fm,s32,training,train2,-1,"	12.56","	15.00",noerror,NA,german is primary language
earlysocog-fm,s32,IDS,IDS1,1,"	10.98","	13.14",noerror,NA,german is primary language
earlysocog-fm,s32,ADS,ADS1,2,"	2.89","	5.08",noerror,NA,german is primary language
earlysocog-fm,s32,IDS,IDS2,3,"	4.67","	7.67",noerror,NA,german is primary language
earlysocog-fm,s32,ADS,ADS2,4,"	5.61","	7.77",noerror,NA,german is primary language
earlysocog-fm,s32,ADS,ADS3,5,"	2.09","	4.29",noerror,NA,german is primary language
earlysocog-fm,s32,IDS,IDS3,6,"	2.38","	4.53",noerror,NA,german is primary language
earlysocog-fm,s32,IDS,IDS4,7,"	1.58","	3.77",noerror,NA,german is primary language
earlysocog-fm,s32,ADS,ADS4,8,"	1.72","	3.85",noerror,NA,german is primary language
earlysocog-fm,s32,ADS,ADS5,9,"	3.17","	5.28",noerror,NA,german is primary language
earlysocog-fm,s32,IDS,IDS5,10,"	2.02","	4.11",noerror,NA,german is primary language
earlysocog-fm,s32,ADS,ADS6,11,"	1.43","	3.57",noerror,NA,german is primary language
earlysocog-fm,s32,IDS,IDS6,12,"	1.19","	3.27",noerror,NA,german is primary language
earlysocog-fm,s32,IDS,IDS7,13,"	11.38","	15.00",noerror,NA,german is primary language
earlysocog-fm,s32,ADS,ADS7,14,"	10.05","	15.00",noerror,NA,german is primary language
earlysocog-fm,s32,ADS,ADS8,15,"	13.03","	15.00",noerror,NA,german is primary language
earlysocog-fm,s32,IDS,IDS8,16,"	4.76","	9.77",noerror,NA,german is primary language
earlysocog-fm,s42,training,train2,-2,"	12.34","	15.00",noerror,NA,NA
earlysocog-fm,s42,training,train1,-1,"	9.52","	12.95",noerror,NA,NA
earlysocog-fm,s42,ADS,ADS1,1,"	12.65","	15.00",noerror,NA,NA
earlysocog-fm,s42,IDS,IDS1,2,"	14.78","	15.00",noerror,NA,NA
earlysocog-fm,s42,ADS,ADS2,3,"	8.12","	14.07",noerror,NA,NA
earlysocog-fm,s42,IDS,IDS2,4,"	12.77","	15.00",noerror,NA,NA
earlysocog-fm,s42,IDS,IDS3,5,"	12.70","	15.00",noerror,NA,NA
earlysocog-fm,s42,ADS,ADS3,6,"	6.25","	8.30",noerror,NA,NA
earlysocog-fm,s42,ADS,ADS4,7,"	1.13","	3.34",noerror,NA,NA
earlysocog-fm,s42,IDS,IDS4,8,"	11.40","	15.00",noerror,NA,NA
earlysocog-fm,s42,IDS,IDS5,9,"	3.09","	5.22",noerror,NA,NA
earlysocog-fm,s42,ADS,ADS5,10,"	3.11","	5.77",noerror,NA,NA
earlysocog-fm,s42,IDS,IDS6,11,"	9.28","	13.69",noerror,NA,NA
earlysocog-fm,s42,ADS,ADS6,12,"	1.55","	3.68",noerror,NA,NA
earlysocog-fm,s42,ADS,ADS7,13,"	0.69","	2.75",noerror,NA,NA
earlysocog-fm,s42,IDS,IDS7,14,"	5.50","	9.72",noerror,NA,NA
earlysocog-fm,s42,IDS,IDS8,15,"	0.80","	2.91",noerror,NA,NA
earlysocog-fm,s42,ADS,ADS8,16,"	0.69","	2.75",noerror,NA,NA
earlysocog-fm,s43,training,train1,-2,"	11.59",14.48,noerror,NA,no eyetracking data
earlysocog-fm,s43,training,train2,-1,"	0.80",3.62,noerror,NA,no eyetracking data
earlysocog-fm,s43,IDS,IDS5,1,"	5.42",8.65,noerror,NA,no eyetracking data
earlysocog-fm,s43,ADS,ADS5,2,"	6.07",10.16,noerror,NA,no eyetracking data
earlysocog-fm,s43,ADS,ADS7,3,"	10.64",15,noerror,NA,no eyetracking data
earlysocog-fm,s43,IDS,IDS7,4,"	2.94",5.38,noerror,NA,no eyetracking data
earlysocog-fm,s43,ADS,ADS1,5,"	2.00",4.3,noerror,NA,no eyetracking data
earlysocog-fm,s43,IDS,IDS1,6,"	0.66",4.11,noerror,NA,no eyetracking data
earlysocog-fm,s43,ADS,ADS3,7,"	3.29",5.68,noerror,NA,no eyetracking data
earlysocog-fm,s43,IDS,IDS3,8,"	2.20",4.76,noerror,NA,no eyetracking data
earlysocog-fm,s43,ADS,ADS2,9,"	3.40",5.66,noerror,NA,no eyetracking data
earlysocog-fm,s43,IDS,IDS2,10,"	0.77",3.07,noerror,NA,no eyetracking data
earlysocog-fm,s43,IDS,IDS4,11,"	1.99",4.24,noerror,NA,no eyetracking data
earlysocog-fm,s43,ADS,ADS4,12,"	3.89",8.27,noerror,NA,no eyetracking data
earlysocog-fm,s43,IDS,IDS6,13,"	0.00",2,noerror,NA,no eyetracking data
earlysocog-fm,s43,ADS,ADS6,14,"	1.15",3.39,noerror,NA,no eyetracking data
earlysocog-fm,s43,IDS,IDS8,15,"	1.20",3.28,noerror,NA,no eyetracking data
earlysocog-fm,s43,ADS,ADS8,16,"	3.13",5.59,noerror,NA,no eyetracking data
earlysocog-fm,s46,training,train2,-2,"	10.65",15.02,noerror,NA,NA
earlysocog-fm,s46,training,train1,-1,"	5.35",8.81,noerror,NA,NA
earlysocog-fm,s46,ADS,ADS5,1,"	7.54",11.92,noerror,NA,NA
earlysocog-fm,s46,IDS,IDS5,2,"	5.28",9.41,noerror,NA,NA
earlysocog-fm,s46,IDS,IDS7,3,"	0.84",3.18,noerror,NA,NA
earlysocog-fm,s46,ADS,ADS7,4,"	1.66",3.97,noerror,NA,NA
earlysocog-fm,s46,IDS,IDS1,5,"	0.66",2.95,noerror,NA,NA
earlysocog-fm,s46,ADS,ADS1,6,"	0.49",2.79,noerror,NA,NA
earlysocog-fm,s46,IDS,IDS3,7,"	11.96",15.03,noerror,NA,NA
earlysocog-fm,s46,ADS,ADS3,8,"	2.49",4.77,noerror,NA,NA
earlysocog-fm,s46,IDS,IDS2,9,"	8.30",10.58,noerror,NA,NA
earlysocog-fm,s46,ADS,ADS2,10,"	1.36",3.66,noerror,NA,NA
earlysocog-fm,s46,ADS,ADS4,11,"	1.29",7.18,noerror,NA,NA
earlysocog-fm,s46,IDS,IDS4,12,"	1.99",4.23,noerror,NA,NA
earlysocog-fm,s46,ADS,ADS6,13,"	6.74",10.47,noerror,NA,NA
earlysocog-fm,s46,IDS,IDS6,14,"	1.01",3.22,noerror,NA,NA
earlysocog-fm,s46,ADS,ADS8,15,"	0.82",3.07,noerror,NA,NA
earlysocog-fm,s46,IDS,IDS8,16,"	0.00",2,noerror,NA,NA
earlysocog-fm,s48,training,train1,-2,"	12.85",15,noerror,NA,NA
earlysocog-fm,s48,training,train2,-1,"	13.57",15.01,noerror,NA,NA
earlysocog-fm,s48,IDS,IDS1,1,"	14.86",15.02,noerror,NA,NA
earlysocog-fm,s48,ADS,ADS1,2,"	13.95",15,noerror,NA,NA
earlysocog-fm,s48,IDS,IDS2,3,"	11.62",15,noerror,NA,NA
earlysocog-fm,s48,ADS,ADS2,4,"	11.79",15,noerror,NA,NA
earlysocog-fm,s48,ADS,ADS3,5,"	13.47",15.01,noerror,NA,NA
earlysocog-fm,s48,IDS,IDS3,6,"	13.43",15.01,noerror,NA,NA
earlysocog-fm,s48,IDS,IDS4,7,"	1.70",5.09,noerror,NA,NA
earlysocog-fm,s48,ADS,ADS4,8,"	11.74",15,noerror,NA,NA
earlysocog-fm,s48,ADS,ADS5,9,"	12.15",15,noerror,NA,NA
earlysocog-fm,s48,IDS,IDS5,10,"	14.93",15.02,noerror,NA,NA
earlysocog-fm,s48,ADS,ADS6,11,"	14.83",15.02,noerror,NA,NA
earlysocog-fm,s48,IDS,IDS6,12,"	12.75",15,noerror,NA,NA
earlysocog-fm,s48,IDS,IDS7,13,"	14.95",15.02,noerror,NA,NA
earlysocog-fm,s48,ADS,ADS7,14,"	14.79",15,noerror,NA,NA
earlysocog-fm,s48,ADS,ADS8,15,"	13.86",15,noerror,NA,NA
earlysocog-fm,s48,IDS,IDS8,16,"	6.79",10.63,noerror,NA,NA
earlysocog-fm,s17,training,train2,-2,"	13.36","	15.00",noerror,NA,NA
earlysocog-fm,s17,training,train1,-1,"	13.21","	15.00",noerror,NA,NA
earlysocog-fm,s17,ADS,ADS5,1,"	11.32","	15.00",noerror,NA,NA
earlysocog-fm,s17,IDS,IDS5,2,"	12.03","	15.00",noerror,NA,NA
earlysocog-fm,s17,IDS,IDS7,3,"	14.72","	15.01",noerror,NA,NA
earlysocog-fm,s17,ADS,ADS7,4,"	10.67","	15.00",noerror,NA,NA
earlysocog-fm,s17,IDS,IDS1,5,"	11.56","	15.00",noerror,NA,NA
earlysocog-fm,s17,ADS,ADS1,6,"	2.55","	6.24",noerror,NA,NA
earlysocog-fm,s17,IDS,IDS3,7,"	13.30","	15.00",noerror,NA,NA
earlysocog-fm,s17,ADS,ADS3,8,"	1.96","	4.14",noerror,NA,NA
earlysocog-fm,s17,IDS,IDS2,9,"	3.47","	5.65",noerror,NA,NA
earlysocog-fm,s17,ADS,ADS2,10,"	3.67","	7.35",noerror,NA,NA
earlysocog-fm,s17,ADS,ADS4,11,"	3.54","	6.94",noerror,NA,NA
earlysocog-fm,s17,IDS,IDS4,12,"	3.71","	8.76",noerror,NA,NA
earlysocog-fm,s17,ADS,ADS6,13,"	8.01","	11.86",noerror,NA,NA
earlysocog-fm,s17,IDS,IDS6,14,"	0.96","	3.27",noerror,NA,NA
earlysocog-fm,s17,ADS,ADS8,15,"	4.36","	6.73",noerror,NA,NA
earlysocog-fm,s17,IDS,IDS8,16,"	2.47","	4.93",noerror,NA,NA
earlysocog-fm,s18,training,train1,-2,12.5,15,noerror,NA,NA
earlysocog-fm,s18,training,train2,-1,5.83,9.7,noerror,NA,NA
earlysocog-fm,s18,IDS,IDS1,1,10.46,13.01,noerror,NA,NA
earlysocog-fm,s18,ADS,ADS1,2,1.46,3.83,noerror,NA,NA
earlysocog-fm,s18,IDS,IDS2,3,4.73,7.04,noerror,NA,NA
earlysocog-fm,s18,ADS,ADS2,4,3.33,5.56,noerror,NA,NA
earlysocog-fm,s18,ADS,ADS3,5,3.51,5.76,noerror,NA,NA
earlysocog-fm,s18,IDS,IDS3,6,13.66,15,noerror,NA,NA
earlysocog-fm,s18,IDS,IDS4,7,6.52,8.78,noerror,NA,NA
earlysocog-fm,s18,ADS,ADS4,8,6.41,8.72,noerror,NA,NA
earlysocog-fm,s18,ADS,ADS5,9,4.83,7.53,noerror,NA,NA
earlysocog-fm,s18,IDS,IDS5,10,1.69,3.84,noerror,NA,NA
earlysocog-fm,s18,ADS,ADS6,11,1.59,3.8,noerror,NA,NA
earlysocog-fm,s18,IDS,IDS6,12,1.49,3.68,noerror,NA,NA
earlysocog-fm,s18,IDS,IDS7,13,4.13,9.11,noerror,NA,NA
earlysocog-fm,s18,ADS,ADS7,14,2.21,5.47,noerror,NA,NA
earlysocog-fm,s18,ADS,ADS8,15,2.05,4.23,noerror,NA,NA
earlysocog-fm,s18,IDS,IDS8,16,1.43,3.58,noerror,NA,NA
earlysocog-fm,s19,training,train2,-2,"	8.13","	11.21",noerror,NA,NA
earlysocog-fm,s19,training,train1,-1,"	3.72","	5.83",noerror,NA,NA
earlysocog-fm,s19,ADS,ADS1,1,"	11.94","	15.00",noerror,NA,NA
earlysocog-fm,s19,IDS,IDS1,2,"	13.35","	15.00",noerror,NA,NA
earlysocog-fm,s19,ADS,ADS2,3,"	2.34","	4.54",noerror,NA,NA
earlysocog-fm,s19,IDS,IDS2,4,"	14.75","	15.00",noerror,NA,NA
earlysocog-fm,s19,IDS,IDS3,5,"	14.89","	15.00",noerror,NA,NA
earlysocog-fm,s19,ADS,ADS3,6,"	13.81","	15.00",noerror,NA,NA
earlysocog-fm,s19,ADS,ADS4,7,"	5.16","	7.34",noerror,NA,NA
earlysocog-fm,s19,IDS,IDS4,8,"	1.47","	3.65",noerror,NA,NA
earlysocog-fm,s19,IDS,IDS5,9,"	3.87","	6.10",noerror,NA,NA
earlysocog-fm,s19,ADS,ADS5,10,"	3.56","	7.08",noerror,NA,NA
earlysocog-fm,s19,IDS,IDS6,11,"	2.18","	5.08",noerror,NA,NA
earlysocog-fm,s19,ADS,ADS6,12,"	3.84","	7.55",noerror,NA,NA
earlysocog-fm,s19,ADS,ADS7,13,"	3.50","	5.62",noerror,NA,NA
earlysocog-fm,s19,IDS,IDS7,14,"	1.24","	3.42",noerror,NA,NA
earlysocog-fm,s19,IDS,IDS8,15,"	2.99","	8.61",noerror,NA,NA
earlysocog-fm,s19,ADS,ADS8,16,"	0.93","	3.14",noerror,NA,NA
earlysocog-fm,s20,training,train1,-2,5.94,"	12.29",noerror,NA,NA
earlysocog-fm,s20,training,train2,-1,2.03,"	4.81",noerror,NA,"baby would lean in, cut off eyes"
earlysocog-fm,s20,IDS,IDS5,1,9,"	14.29",noerror,NA,NA
earlysocog-fm,s20,ADS,ADS5,2,4.1,"	6.93",noerror,NA,NA
earlysocog-fm,s20,ADS,ADS7,3,11.16,"	15.00",noerror,NA,NA
earlysocog-fm,s20,IDS,IDS7,4,1.81,"	4.03",noerror,NA,"baby would lean in, cut off eyes"
earlysocog-fm,s20,ADS,ADS1,5,4.23,"	6.90",noerror,NA,NA
earlysocog-fm,s20,IDS,IDS1,6,4.01,"	6.26",noerror,NA,NA
earlysocog-fm,s20,ADS,ADS3,7,2.33,"	4.51",noerror,NA,"baby would lean in, cut off eyes"
earlysocog-fm,s20,IDS,IDS3,8,8.26,"	15.00",noerror,NA,NA
earlysocog-fm,s20,ADS,ADS2,9,3.19,"	5.52",noerror,NA,NA
earlysocog-fm,s20,IDS,IDS2,10,2.24,"	4.49",noerror,NA,NA
earlysocog-fm,s20,IDS,IDS4,11,13.07,"	15.00",noerror,NA,NA
earlysocog-fm,s20,ADS,ADS4,12,3.27,"	5.45",noerror,NA,NA
earlysocog-fm,s20,IDS,IDS6,13,3.14,"	5.45",noerror,NA,NA
earlysocog-fm,s20,ADS,ADS6,14,3.36,"	5.58",noerror,NA,NA
earlysocog-fm,s20,IDS,IDS8,15,4.17,"	7.38",noerror,NA,NA
earlysocog-fm,s20,ADS,ADS8,16,7.82,"	15.00",noerror,NA,NA
earlysocog-fm,s34,training,train2,-2,"	12.28","	15.00",noerror,NA,NA
earlysocog-fm,s34,training,train1,-1,"	5.50","	8.53",noerror,NA,NA
earlysocog-fm,s34,ADS,ADS1,1,"	12.39","	15.00",noerror,NA,NA
earlysocog-fm,s34,IDS,IDS1,2,"	8.62","	12.46",noerror,NA,NA
earlysocog-fm,s34,ADS,ADS2,3,"	9.45","	14.81",noerror,NA,"baby would lean in, cut off eyes"
earlysocog-fm,s34,IDS,IDS2,4,"	4.62","	8.21",noerror,NA,NA
earlysocog-fm,s34,IDS,IDS3,5,"	7.37","	12.09",noerror,NA,NA
earlysocog-fm,s34,ADS,ADS3,6,"	1.71","	3.83",noerror,NA,NA
earlysocog-fm,s34,ADS,ADS4,7,"	2.05","	4.19",noerror,NA,NA
earlysocog-fm,s34,IDS,IDS4,8,"	4.21","	6.67",noerror,NA,NA
earlysocog-fm,s34,IDS,IDS5,9,"	2.53","	4.67",noerror,NA,NA
earlysocog-fm,s34,ADS,ADS5,10,"	2.69","	4.79",noerror,NA,NA
earlysocog-fm,s34,IDS,IDS6,11,"	3.04","	5.86",noerror,NA,NA
earlysocog-fm,s34,ADS,ADS6,12,"	1.25","	3.35",noerror,NA,NA
earlysocog-fm,s34,ADS,ADS7,13,"	1.07","	3.18",noerror,NA,NA
earlysocog-fm,s34,IDS,IDS7,14,"	7.42","	11.16",noerror,NA,NA
earlysocog-fm,s34,IDS,IDS8,15,"	4.48","	6.89",noerror,NA,NA
earlysocog-fm,s34,ADS,ADS8,16,"	3.88","	5.92",noerror,NA,NA
earlysocog-fm,s37,training,train2,-2,"	11.62","	15.00",noerror,NA,NA
earlysocog-fm,s37,training,train1,-1,"	7.05","	14.70",noerror,NA,NA
earlysocog-fm,s37,ADS,ADS5,1,"	6.95","	9.15",noerror,NA,NA
earlysocog-fm,s37,IDS,IDS5,2,"	3.12","	5.27",noerror,NA,NA
earlysocog-fm,s37,IDS,IDS7,3,"	3.93","	6.17",noerror,NA,NA
earlysocog-fm,s37,ADS,ADS7,4,"	13.72","	15.00",noerror,NA,NA
earlysocog-fm,s37,IDS,IDS1,5,"	7.44","	11.22",noerror,NA,NA
earlysocog-fm,s37,ADS,ADS1,6,"	11.76","	15.00",noerror,NA,NA
earlysocog-fm,s37,IDS,IDS3,7,"	8.33","	11.88",noerror,NA,NA
earlysocog-fm,s37,ADS,ADS3,8,"	5.11","	7.30",noerror,NA,NA
earlysocog-fm,s37,IDS,IDS2,9,"	6.26","	8.58",noerror,NA,NA
earlysocog-fm,s37,ADS,ADS2,10,"	3.98","	6.11",noerror,NA,NA
earlysocog-fm,s37,ADS,ADS4,11,"	2.66","	4.72",noerror,NA,NA
earlysocog-fm,s37,IDS,IDS4,12,"	3.30","	5.41",noerror,NA,NA
earlysocog-fm,s37,ADS,ADS6,13,"	7.17","	9.22",noerror,NA,NA
earlysocog-fm,s37,IDS,IDS6,14,"	3.74","	5.96",noerror,NA,NA
earlysocog-fm,s37,ADS,ADS8,15,"	4.70","	6.87",noerror,NA,NA
earlysocog-fm,s37,IDS,IDS8,16,"	3.27","	5.71",noerror,NA,NA
earlysocog-fm,s41,training,train2,-2,"	14.54",15.01,noerror,NA,NA
earlysocog-fm,s41,training,train1,-1,"	13.88",15,noerror,NA,NA
earlysocog-fm,s41,ADS,ADS1,1,"	12.12",15,noerror,NA,NA
earlysocog-fm,s41,IDS,IDS1,2,"	10.98",13.13,noerror,NA,NA
earlysocog-fm,s41,ADS,ADS2,3,"	4.79",7.01,noerror,NA,NA
earlysocog-fm,s41,IDS,IDS2,4,"	6.81",8.86,noerror,NA,NA
earlysocog-fm,s41,IDS,IDS3,5,"	5.63",7.71,noerror,NA,NA
earlysocog-fm,s41,ADS,ADS3,6,"	4.23",6.39,noerror,NA,NA
earlysocog-fm,s41,ADS,ADS4,7,"	11.31",13.78,noerror,NA,NA
earlysocog-fm,s41,IDS,IDS4,8,"	2.77",4.91,noerror,NA,NA
earlysocog-fm,s41,IDS,IDS5,9,"	4.15",6.25,noerror,NA,NA
earlysocog-fm,s41,ADS,ADS5,10,"	4.95",7.04,noerror,NA,NA
earlysocog-fm,s41,IDS,IDS6,11,"	14.30",15,noerror,NA,NA
earlysocog-fm,s41,ADS,ADS6,12,"	1.39",3.47,noerror,NA,NA
earlysocog-fm,s41,ADS,ADS7,13,"	14.91",15,noerror,NA,NA
earlysocog-fm,s41,IDS,IDS7,14,"	1.50",3.69,noerror,NA,NA
earlysocog-fm,s41,IDS,IDS8,15,"	4.55",6.79,noerror,NA,NA
earlysocog-fm,s41,ADS,ADS8,16,"	1.04",3.21,noerror,NA,NA
earlysocog-fm,s45,training,train2,-2,"	3.88","	6.04",noerror,NA,NA
earlysocog-fm,s45,training,train1,-1,"	3.12","	5.28",noerror,NA,NA
earlysocog-fm,s45,ADS,ADS5,1,"	6.37","	8.52",noerror,NA,NA
earlysocog-fm,s45,IDS,IDS5,2,"	3.50","	5.61",noerror,NA,NA
earlysocog-fm,s45,IDS,IDS7,3,"	3.46","	5.65",noerror,NA,NA
earlysocog-fm,s45,ADS,ADS7,4,"	3.62","	5.69",noerror,NA,NA
earlysocog-fm,s45,IDS,IDS1,5,"	3.17","	5.32",noerror,NA,"standing on mom, back turned"
earlysocog-fm,s45,ADS,ADS1,6,"	4.23","	6.74",noerror,NA,"standing on mom, back turned"
